
  127     Texas State                  Texas A&M                    11 16     
  127  N  Arkansas                     Kansas State                 13  7     
  127     Texas Tech                   Incarnate Word               17  1     
  127     Florida                      North Florida                16 14     
  128     Texas Tech                   Hardin-Simmons               24  1     
  129     Missouri State               Arkansas                      8 10     
  202     Clemson                      Miami (FL)                   15  3     
  202     California                   UC Davis                     21  1     
  202     Texas                        Arkansas                     13  1     
  202  N  TCU                          USC                           3 16     
  203     Texas Tech                   Texas State                   7 17     
  203     Missouri State               Missouri                      6  3     
  203     UC Santa Barbara             Stanford                     10  4     
  203  N  Miami (FL)                   Mississippi                  10 19     
  203     UNLV                         Claremont                    24 13     
  203     Vanderbilt                   Alabama                       6  9     
  203     Wake Forest                  NC State                      8  5     
  203     South Carolina               Georgia                      12  5     
  203  N  Texas A&M                    Arkansas                     16  6     
  203     Florida Gulf Coast           Florida                      12 15     
  203     North Texas                  St. Edward's                 23 15     
  203     Portland State               Washington                    6 23     
  203     Texas Tech                   UT San Antonio               13  9     
  203     SMU                          USC                           8  6     
  203     UCLA                         CSU Long Beach                9  6     
  203     Minnesota                    MSU-Mankato                  21  1     
  203     Oakland                      Michigan Tech                20  3     
  204     Texas                        Texas A&M                    11 14     
  204  N  Clemson                      Mississippi                  11  3     
  207     UC Irvine                    Claremont                     9 11     
  209     Florida State                NC State                     15  7     
  209     SMU                          South Carolina                3  8     
  209     California                   Texas                        13  4     
  209     Vanderbilt                   Georgia Tech                  3 19     
  209     Georgia                      Florida                       9 11     
  209     Auburn                       Central Florida               8  9   ot
  209     Central Michigan             Oakland                       9 12     
  209     UCLA                         Chapman                       0 17     
  210     Cal Poly                     Nevada                       18  2     
  210     SMU                          Texas Tech                   10  4     
  210  N  Mississippi                  Iowa State                    5  2     
  210     Biola                        Claremont                    10 12     
  210     UC Santa Barbara             Sonoma State                 17  4     
  210     Portland                     Oregon State                  2 19     
  210     California                   CSU Chico                    15  5     
  210  N  Oregon                       Santa Clara                  15  9     
  210     Tennessee                    Appalachian State            14 11     
  210     Elon                         East Carolina                 .  .     
  210  N  Georgia Tech                 Oklahoma                     12  7     
  210     Nebraska                     Southern Illinois            16  1     
  210     Arkansas                     Iowa State                    6  1     
  210     Minnesota                    Michigan State                7  8     
  210     Concordia University         UCLA                         15  3     
  210  N  Eastern Florida State        South Florida                 2 14     
  210     Clemson                      Florida                      17  8     
  210     Texas A&M                    TCU                           9 15     
  210     San Diego State              USC                           7  6     
  210     Brigham Young                UNLV                         19 11     
  210     Texas A&M                    St. Edward's                 13  8     
  211     Nebraska                     Wyoming                       .  .     
  211  N  Minnesota-Duluth             Michigan State                8  9     
  211     North Florida                NC State                      5 15     
  211     Stanford                     Texas                         .  .     
  211  N  Tulsa                        Iowa State                    .  .     
  211     Florida Atlantic             South Florida                 .  .     
  211     Florida State                Miami (FL)                    .  .     
  211  N  Texas Tech                   South Carolina                3 10     
  211     Vanderbilt                   Oklahoma                      .  .     
  211     Clemson                      Georgia                      10 11   ot
